Feature1,Feature2,Target
2.0642800190954627,0.9222552220706939,1
2.5150352672086598,2.513785950912209,1
1.98148686400761,1.7113413610798616,1
-3.7249178325130328,-2.562287529240973,0
-2.601706612229397,-0.14772181549106222,0
3.765454240281097,2.4049817109609557,1
0.5519156585026759,0.5925362256234448,1
-3.1913034972026484,-1.3434463913661703,0
0.6797667929793578,3.8314587658543537,1
4.189802933217672,1.1917017146448485,1
1.2074792615672993,1.885263558533101,1
4.314658566673509,0.13273480740825194,1
1.2846962907400319,2.679597748934676,1
1.1777796044335687,2.2436872114919124,1
2.324166352488442,1.8698569456323155,1
-2.8084936028931877,-2.5017570435845364,0
2.9540017634932023,2.651391251305798,1
0.7391160456649548,2.917861947054776,1
2.872320636720678,2.1833420057383517,1
1.101585328651642,2.4919191715065057,1
2.3109075655980047,3.475356216949552,1
-2.783253292336237,-2.3220615162056757,0
-1.1779398400055099,-0.10320701734605264,0
-2.013497224737934,-3.0577109289559004,0
-3.236950710878082,-3.3204566130842763,0
-1.2412673400690726,0.9756123586657102,1
-2.8392175232226387,-2.3092123758512146,0
0.993982618500298,0.7858113872122678,1
-2.9746816702273216,-1.2129153962575479,0
1.1602781578192238,1.4006073545559778,1
2.570890510693167,3.135565640180599,1
2.3570154859650474,1.3070904047393457,1
1.4106352430557885,2.8496020970210245,1
-2.3427145165267693,-2.802277269221619,0
-1.374332652234994,-2.8571575564162828,0
-0.13422548885524344,-1.5261670790882125,0
-1.6687365685964362,-1.0244548728776408,0
-0.8414044209925959,-2.8206823183517105,0
-1.826819074148818,-1.6146826202711633,0
1.9877532271530853,1.1027456285141684,1
-4.619745104089745,-1.178097495624776,0
0.622330632042909,1.062174960084877,1
-1.4780584343831022,-1.703015326766814,0
-3.5506634310661327,-1.9314370251939728,0
3.586016816145352,0.762184501173151,1
2.0976760985488316,1.2269902161445336,1
1.1710049890779277,1.4398189598030304,1
-2.7020530938773524,-2.3276621465977683,0
2.6862601903745134,0.38728412881034835,1
2.0245101742589426,2.49799829124545,1
-1.9397697900589737,0.46324211248528613,0
2.3417559757771595,3.8761708392158862,1
-0.1138140987894698,-1.825422187168161,0
-1.9324717953120762,-3.424748186213457,0
-1.9948865433575391,-2.234587133375147,0
0.7997035929442238,1.6654987641590515,1
-0.12389572430980689,1.474244978319239,1
4.143944089325325,2.633919022318011,1
1.1817793167665274,4.092387275685461,1
3.277664895788425,1.4084286111641702,1
-1.9129529317618288,-2.2990073504658675,0
-3.6074832345612275,-1.8153661414676958,0
2.95042383818605,1.4230963443375968,1
-3.070892498061112,-1.5175275847568148,0
-2.072010121580334,-0.9964671021079758,0
-3.106334974006028,-3.196206624080671,0
1.5280681342105664,3.088950596967366,1
-0.42078718449260855,-1.232565270847091,0
1.5289616943816773,2.2320499373576363,1
-3.4153707420504142,-2.420645322765359,0
-1.5032858469887673,-2.138264301171185,0
1.5146364521708966,2.0818741393863225,1
-1.7069275267013189,-2.714351418026368,0
-2.2453881160028706,-2.7537361643574894,0
2.2809918677350325,1.3773004801794062,1
-1.0366238707556783,-1.5872190730635016,0
2.624119817052155,2.62834550926428,1
-2.161285711666009,-1.5959491431854615,0
-3.4785219903674274,-2.7198442083947088,0
2.5193465142411724,3.5327389130025777,1
-2.234153374723336,-2.2341369569491807,0
3.083051243175277,3.0538020520349027,1
1.7474318486068396,0.7522168180351505,1
-2.846793718068405,-3.5148472246858646,0
-2.4634176928124623,-2.465729753570257,0
-1.7424496092772357,-2.074445915766167,0
2.8995998754332506,2.3072995208766094,1
3.2669111491866225,1.2923305343812193,1
-2.883857436201133,-1.846274894054472,0
